"Age","Sex","Country","2020"
"90+","Female","Albania",..
"90+","Female","Andorra",..
"90+","Female","Armenia",..
"90+","Female","Austria",60094
"90+","Female","Azerbaijan",..
"90+","Female","Belarus",..
"90+","Female","Belgium",85070
"90+","Female","Bosnia and Herzegovina",..
"90+","Female","Bulgaria",25601
"90+","Female","Canada",..
"90+","Female","Croatia",18339
"90+","Female","Cyprus",2564
"90+","Female","Czechia",47501
"90+","Female","Denmark",32136
"90+","Female","Estonia",9850
"90+","Female","Finland",41123
"90+","Female","France",666105
"90+","Female","Georgia",..
"90+","Female","Germany",604125
"90+","Female","Greece",78933
"90+","Female","Hungary",50080
"90+","Female","Iceland",1573
"90+","Female","Ireland",22012
"90+","Female","Israel",..
"90+","Female","Italy",577990
"90+","Female","Kazakhstan",..
"90+","Female","Kyrgyzstan",..
"90+","Female","Latvia",12387
"90+","Female","Liechtenstein",..
"90+","Female","Lithuania",17825
"90+","Female","Luxembourg",3152
"90+","Female","Malta",2177
"90+","Female","Monaco",..
"90+","Female","Montenegro",..
"90+","Female","Netherlands",93481
"90+","Female","North Macedonia",..
"90+","Female","Norway",31976
"90+","Female","Poland",205158
"90+","Female","Portugal",73925
"90+","Female","Republic of Moldova",..
"90+","Female","Romania",89045
"90+","Female","Russian Federation",..
"90+","Female","San Marino",..
"90+","Female","Serbia",..
"90+","Female","Slovakia",20397
"90+","Female","Slovenia",13665
"90+","Female","Spain",401898
"90+","Female","Sweden",69195
"90+","Female","Switzerland",59182
"90+","Female","Tajikistan",..
"90+","Female","Turkiye",4939
"90+","Female","Turkmenistan",..
"90+","Female","Ukraine",..
"90+","Female","United Kingdom",..
"90+","Female","United States",..
"90+","Female","Uzbekistan",..
"90+","Male","UNECE-56",..
"90+","Male","European Union-27",..
"90+","Male","Euro area-20",..
"90+","Male","Eurasian Economic Union (EAEU)",..
"90+","Male","EECCA",..
"90+","Male","CIS-11",..
"90+","Male","North America-2",..
"90+","Male","Western Balkans-6",..
"90+","Male","Albania",..
"90+","Male","Andorra",..
"90+","Male","Armenia",..
"90+","Male","Austria",23157
"90+","Male","Azerbaijan",..
"90+","Male","Belarus",..
"90+","Male","Belgium",33126
"90+","Male","Bosnia and Herzegovina",..
"90+","Male","Bulgaria",11545
"90+","Male","Canada",..
"90+","Male","Croatia",6157
"90+","Male","Cyprus",1699
"90+","Male","Czechia",16956
"90+","Male","Denmark",13107
"90+","Male","Estonia",2261
"90+","Male","Finland",14372
"90+","Male","France",240654
"90+","Male","Georgia",..
"90+","Male","Germany",229243
"90+","Male","Greece",57319
"90+","Male","Hungary",16502
"90+","Male","Iceland",821
"90+","Male","Ireland",10408
"90+","Male","Israel",..
"90+","Male","Italy",220157
"90+","Male","Kazakhstan",..
"90+","Male","Kyrgyzstan",..
"90+","Male","Latvia",2841
"90+","Male","Liechtenstein",..
"90+","Male","Lithuania",4821
"90+","Male","Luxembourg",1214
"90+","Male","Malta",950
"90+","Male","Monaco",..
"90+","Male","Montenegro",..
"90+","Male","Netherlands",37298
"90+","Male","North Macedonia",..
"90+","Male","Norway",13688
"90+","Male","Poland",67186
"90+","Male","Portugal",27701
"90+","Male","Republic of Moldova",..
"90+","Male","Romania",44269
"90+","Male","Russian Federation",..
"90+","Male","San Marino",..
"90+","Male","Serbia",..
"90+","Male","Slovakia",7297
"90+","Male","Slovenia",4056
"90+","Male","Spain",170615
"90+","Male","Sweden",30276
"90+","Male","Switzerland",24272
"90+","Male","Tajikistan",..
"90+","Male","Turkiye",734
"90+","Male","Turkmenistan",..
"90+","Male","Ukraine",..
"90+","Male","United Kingdom",..
"90+","Male","United States",..
"90+","Male","Uzbekistan",..
"95+","Both sexes","UNECE-56",..
"95+","Both sexes","European Union-27",..
"95+","Both sexes","Euro area-20",..
"95+","Both sexes","Eurasian Economic Union (EAEU)",..
"95+","Both sexes","EECCA",..
"95+","Both sexes","CIS-11",..
"95+","Both sexes","North America-2",..
"95+","Both sexes","Western Balkans-6",..
"95+","Both sexes","Albania",..
"95+","Both sexes","Andorra",..
"95+","Both sexes","Armenia",..
"95+","Both sexes","Austria",17557
"95+","Both sexes","Azerbaijan",..
"95+","Both sexes","Belarus",..
"95+","Both sexes","Belgium",24498
"95+","Both sexes","Bosnia and Herzegovina",..
"95+","Both sexes","Bulgaria",5263
"95+","Both sexes","Canada",..
"95+","Both sexes","Croatia",3463
"95+","Both sexes","Cyprus",966
"95+","Both sexes","Czechia",11061
"95+","Both sexes","Denmark",10470
"95+","Both sexes","Estonia",2169
"95+","Both sexes","Finland",11066
"95+","Both sexes","France",227583
"95+","Both sexes","Georgia",..
"95+","Both sexes","Germany",168735
"95+","Both sexes","Greece",37962
"95+","Both sexes","Hungary",16162
"95+","Both sexes","Iceland",455
"95+","Both sexes","Ireland",9578
"95+","Both sexes","Israel",..
"95+","Both sexes","Italy",175138
"95+","Both sexes","Kazakhstan",..
"95+","Both sexes","Kyrgyzstan",..
"95+","Both sexes","Latvia",2499
"95+","Both sexes","Liechtenstein",..
"95+","Both sexes","Lithuania",3739
"95+","Both sexes","Luxembourg",865
"95+","Both sexes","Malta",653
"95+","Both sexes","Monaco",..
"95+","Both sexes","Montenegro",..
"95+","Both sexes","Netherlands",26697
"95+","Both sexes","North Macedonia",1211
"95+","Both sexes","Norway",10917
"95+","Both sexes","Poland",54683
"95+","Both sexes","Portugal",17887
"95+","Both sexes","Republic of Moldova",..
"95+","Both sexes","Romania",32625
"95+","Both sexes","Russian Federation",..
"95+","Both sexes","San Marino",..
"95+","Both sexes","Serbia",..
"95+","Both sexes","Slovakia",6982
"95+","Both sexes","Slovenia",3227
"95+","Both sexes","Spain",128022
"95+","Both sexes","Sweden",22961
"95+","Both sexes","Switzerland",18123
"95+","Both sexes","Tajikistan",..
"95+","Both sexes","Turkiye",..
"95+","Both sexes","Turkmenistan",..
"95+","Both sexes","Ukraine",65877
"95+","Both sexes","United Kingdom",..
"95+","Both sexes","United States",681763
"95+","Both sexes","Uzbekistan",..
"95+","Female","UNECE-56",..
"95+","Female","European Union-27",..
"95+","Female","Euro area-20",..
"95+","Female","Eurasian Economic Union (EAEU)",..
"95+","Female","EECCA",..
"95+","Female","CIS-11",..
"95+","Female","North America-2",..
"95+","Female","Western Balkans-6",..
"95+","Female","Albania",..
"95+","Female","Andorra",..
"95+","Female","Armenia",..
"95+","Female","Austria",14024
"95+","Female","Azerbaijan",..
"95+","Female","Belarus",..
"95+","Female","Belgium",19123
"95+","Female","Bosnia and Herzegovina",..
"95+","Female","Bulgaria",3748
"95+","Female","Canada",..
"95+","Female","Croatia",2837
"95+","Female","Cyprus",590
"95+","Female","Czechia",8682
"95+","Female","Denmark",8287
"95+","Female","Estonia",1870
"95+","Female","Finland",8921
"95+","Female","France",180751
"95+","Female","Georgia",..
"95+","Female","Germany",135269
"95+","Female","Greece",20834
"95+","Female","Hungary",12314
"95+","Female","Iceland",326
"95+","Female","Ireland",6926
"95+","Female","Israel",..
"95+","Female","Italy",137643
"95+","Female","Kazakhstan",..
"95+","Female","Kyrgyzstan",..
"95+","Female","Latvia",2158
"95+","Female","Liechtenstein",..
"95+","Female","Lithuania",3112
"95+","Female","Luxembourg",710
"95+","Female","Malta",486
"95+","Female","Monaco",..
"95+","Female","Montenegro",..
"95+","Female","Netherlands",20821
"95+","Female","North Macedonia",848
"95+","Female","Norway",8327
"95+","Female","Poland",42635
"95+","Female","Portugal",13226
"95+","Female","Republic of Moldova",..
"95+","Female","Romania",21938
"95+","Female","Russian Federation",..
"95+","Female","San Marino",..
"95+","Female","Serbia",..
"95+","Female","Slovakia",4950
"95+","Female","Slovenia",2644
"95+","Female","Spain",95755
"95+","Female","Sweden",17398
"95+","Female","Switzerland",13946
"95+","Female","Tajikistan",..
"95+","Female","Turkiye",..
"95+","Female","Turkmenistan",..
"95+","Female","Ukraine",45493
"95+","Female","United Kingdom",..
"95+","Female","United States",490027
"95+","Female","Uzbekistan",..
"95+","Male","UNECE-56",..
"95+","Male","European Union-27",..
"95+","Male","Euro area-20",..
"95+","Male","Eurasian Economic Union (EAEU)",..
"95+","Male","EECCA",..
"95+","Male","CIS-11",..
"95+","Male","North America-2",..
"95+","Male","Western Balkans-6",..
"95+","Male","Albania",..
"95+","Male","Andorra",..
"95+","Male","Armenia",..
"95+","Male","Austria",3533
"95+","Male","Azerbaijan",..
"95+","Male","Belarus",..
"95+","Male","Belgium",5374
"95+","Male","Bosnia and Herzegovina",..
"95+","Male","Bulgaria",1515
"95+","Male","Canada",..
"95+","Male","Croatia",626
"95+","Male","Cyprus",376
"95+","Male","Czechia",2379
"95+","Male","Denmark",2183
"95+","Male","Estonia",299
"95+","Male","Finland",2145
"95+","Male","France",46831
"95+","Male","Georgia",..
"95+","Male","Germany",33466
"95+","Male","Greece",17128
"95+","Male","Hungary",3848
"95+","Male","Iceland",128
"95+","Male","Ireland",2651
"95+","Male","Israel",..
"95+","Male","Italy",37495
"95+","Male","Kazakhstan",..
"95+","Male","Kyrgyzstan",..
"95+","Male","Latvia",341
"95+","Male","Liechtenstein",..
"95+","Male","Lithuania",627
"95+","Male","Luxembourg",155
"95+","Male","Malta",166
"95+","Male","Monaco",..
"95+","Male","Montenegro",..
"95+","Male","Netherlands",5876
"95+","Male","North Macedonia",363
"95+","Male","Norway",2590
"95+","Male","Poland",12048
"95+","Male","Portugal",4661
"95+","Male","Republic of Moldova",..
"95+","Male","Romania",10687
"95+","Male","Russian Federation",..
"95+","Male","San Marino",..
"95+","Male","Serbia",..
"95+","Male","Slovakia",2032
"95+","Male","Slovenia",582
"95+","Male","Spain",32267
"95+","Male","Sweden",5563
"95+","Male","Switzerland",4177
"95+","Male","Tajikistan",..
"95+","Male","Turkiye",..
"95+","Male","Turkmenistan",..
"95+","Male","Ukraine",20384
"95+","Male","United Kingdom",..
"95+","Male","United States",191736
"95+","Male","Uzbekistan",..
"100+","Both sexes","UNECE-56",..
"100+","Both sexes","European Union-27",..
"100+","Both sexes","Euro area-20",..
"100+","Both sexes","Eurasian Economic Union (EAEU)",..
"100+","Both sexes","EECCA",..
"100+","Both sexes","CIS-11",..
"100+","Both sexes","North America-2",..
"100+","Both sexes","Western Balkans-6",..
"100+","Both sexes","Albania",..
"100+","Both sexes","Andorra",..
"100+","Both sexes","Armenia",..
"100+","Both sexes","Austria",1307
"100+","Both sexes","Azerbaijan",516
"100+","Both sexes","Belarus",..
"100+","Both sexes","Belgium",1972
"100+","Both sexes","Bosnia and Herzegovina",290
"100+","Both sexes","Bulgaria",305
"100+","Both sexes","Canada",11815
"100+","Both sexes","Croatia",137
"100+","Both sexes","Cyprus",146
"100+","Both sexes","Czechia",779
"100+","Both sexes","Denmark",1167
"100+","Both sexes","Estonia",152
"100+","Both sexes","Finland",973
"100+","Both sexes","France",23441
"100+","Both sexes","Georgia",..
"100+","Both sexes","Germany",18703
"100+","Both sexes","Greece",12794
"100+","Both sexes","Hungary",2932
"100+","Both sexes","Iceland",46
"100+","Both sexes","Ireland",1929
"100+","Both sexes","Israel",3385
"100+","Both sexes","Italy",15990
"100+","Both sexes","Kazakhstan",..
"100+","Both sexes","Kyrgyzstan",959
"100+","Both sexes","Latvia",171
"100+","Both sexes","Liechtenstein",3
"100+","Both sexes","Lithuania",272
"100+","Both sexes","Luxembourg",82
"100+","Both sexes","Malta",106
"100+","Both sexes","Monaco",..
"100+","Both sexes","Montenegro",..
"100+","Both sexes","Netherlands",2467
"100+","Both sexes","North Macedonia",..
"100+","Both sexes","Norway",1194
"100+","Both sexes","Poland",6764
"100+","Both sexes","Portugal",4634
"100+","Both sexes","Republic of Moldova",..
"100+","Both sexes","Romania",5903
"100+","Both sexes","Russian Federation",..
"100+","Both sexes","San Marino",11
"100+","Both sexes","Serbia",2164
"100+","Both sexes","Slovakia",1635
"100+","Both sexes","Slovenia",266
"100+","Both sexes","Spain",12776
"100+","Both sexes","Sweden",2328
"100+","Both sexes","Switzerland",1686
"100+","Both sexes","Tajikistan",..
"100+","Both sexes","Turkiye",..
"100+","Both sexes","Turkmenistan",..
"100+","Both sexes","Ukraine",..
"100+","Both sexes","United Kingdom",..
"100+","Both sexes","United States",..
"100+","Both sexes","Uzbekistan",..
"100+","Female","UNECE-56",..
"100+","Female","European Union-27",..
"100+","Female","Euro area-20",..
"100+","Female","Eurasian Economic Union (EAEU)",..
"100+","Female","EECCA",..
"100+","Female","CIS-11",..
"100+","Female","North America-2",..
"100+","Female","Western Balkans-6",..
"100+","Female","Albania",..
"100+","Female","Andorra",..
"100+","Female","Armenia",..
"100+","Female","Austria",1111
"100+","Female","Azerbaijan",387
"100+","Female","Belarus",..
"100+","Female","Belgium",1659
"100+","Female","Bosnia and Herzegovina",181
"100+","Female","Bulgaria",216
"100+","Female","Canada",9607
"100+","Female","Croatia",117
"100+","Female","Cyprus",90
"100+","Female","Czechia",556
"100+","Female","Denmark",989
"100+","Female","Estonia",138
"100+","Female","Finland",821
"100+","Female","France",19749
"100+","Female","Georgia",..
"100+","Female","Germany",15098
"100+","Female","Greece",7101
"100+","Female","Hungary",2077
"100+","Female","Iceland",37
"100+","Female","Ireland",1417
"100+","Female","Israel",1526
"100+","Female","Italy",13401
"100+","Female","Kazakhstan",..
"100+","Female","Kyrgyzstan",583
"100+","Female","Latvia",141
"100+","Female","Liechtenstein",2
"100+","Female","Lithuania",235
"100+","Female","Luxembourg",70
"100+","Female","Malta",76
"100+","Female","Monaco",..
"100+","Female","Montenegro",..
"100+","Female","Netherlands",2065
"100+","Female","North Macedonia",..
"100+","Female","Norway",987
"100+","Female","Poland",5191
"100+","Female","Portugal",2661
"100+","Female","Republic of Moldova",..
"100+","Female","Romania",4121
"100+","Female","Russian Federation",..
"100+","Female","San Marino",11
"100+","Female","Serbia",1430
"100+","Female","Slovakia",1031
"100+","Female","Slovenia",219
"100+","Female","Spain",10307
"100+","Female","Sweden",1933
"100+","Female","Switzerland",1382
"100+","Female","Tajikistan",..
"100+","Female","Turkiye",..
"100+","Female","Turkmenistan",..
"100+","Female","Ukraine",..
"100+","Female","United Kingdom",..
"100+","Female","United States",..
"100+","Female","Uzbekistan",..
"100+","Male","UNECE-56",..
"100+","Male","European Union-27",..
"100+","Male","Euro area-20",..
"100+","Male","Eurasian Economic Union (EAEU)",..
"100+","Male","EECCA",..
"100+","Male","CIS-11",..
"100+","Male","North America-2",..
"100+","Male","Western Balkans-6",..
"100+","Male","Albania",..
"100+","Male","Andorra",..
"100+","Male","Armenia",..
"100+","Male","Austria",196
"100+","Male","Azerbaijan",129
"100+","Male","Belarus",..
"100+","Male","Belgium",312
"100+","Male","Bosnia and Herzegovina",109
"100+","Male","Bulgaria",89
"100+","Male","Canada",2208
"100+","Male","Croatia",19
"100+","Male","Cyprus",56
"100+","Male","Czechia",223
"100+","Male","Denmark",178
"100+","Male","Estonia",14
"100+","Male","Finland",152
"100+","Male","France",3692
"100+","Male","Georgia",..
"100+","Male","Germany",3605
"100+","Male","Greece",5692
"100+","Male","Hungary",855
"100+","Male","Iceland",9
"100+","Male","Ireland",511
"100+","Male","Israel",1860
"100+","Male","Italy",2589
"100+","Male","Kazakhstan",..
"100+","Male","Kyrgyzstan",376
"100+","Male","Latvia",30
"100+","Male","Liechtenstein",1
"100+","Male","Lithuania",36
"100+","Male","Luxembourg",12
"100+","Male","Malta",30
"100+","Male","Monaco",..
"100+","Male","Montenegro",..
"100+","Male","Netherlands",401
"100+","Male","North Macedonia",..
"100+","Male","Norway",207
"100+","Male","Poland",1572
"100+","Male","Portugal",1972
"100+","Male","Republic of Moldova",..
"100+","Male","Romania",1782
"100+","Male","Russian Federation",..
"100+","Male","San Marino",0
"100+","Male","Serbia",734
"100+","Male","Slovakia",604
"100+","Male","Slovenia",47
"100+","Male","Spain",2469
"100+","Male","Sweden",394
"100+","Male","Switzerland",303
"100+","Male","Tajikistan",..
"100+","Male","Turkiye",..
"100+","Male","Turkmenistan",..
"100+","Male","Ukraine",..
"100+","Male","United Kingdom",..
"100+","Male","United States",..
"100+","Male","Uzbekistan",..
"Unknown","Both sexes","UNECE-56",..
"Unknown","Both sexes","European Union-27",..
"Unknown","Both sexes","Euro area-20",..
"Unknown","Both sexes","Eurasian Economic Union (EAEU)",..
"Unknown","Both sexes","EECCA",..
"Unknown","Both sexes","CIS-11",..
"Unknown","Both sexes","North America-2",..
"Unknown","Both sexes","Western Balkans-6",..
"Unknown","Both sexes","Albania",..
"Unknown","Both sexes","Andorra",..
"Unknown","Both sexes","Armenia",..
"Unknown","Both sexes","Austria",0
"Unknown","Both sexes","Azerbaijan",..
"Unknown","Both sexes","Belarus",..
"Unknown","Both sexes","Belgium",0
"Unknown","Both sexes","Bosnia and Herzegovina",..
"Unknown","Both sexes","Bulgaria",0
"Unknown","Both sexes","Canada",..
"Unknown","Both sexes","Croatia",0
"Unknown","Both sexes","Cyprus",0
"Unknown","Both sexes","Czechia",0
"Unknown","Both sexes","Denmark",0
"Unknown","Both sexes","Estonia",0
"Unknown","Both sexes","Finland",0
"Unknown","Both sexes","France",0
"Unknown","Both sexes","Georgia",..
"Unknown","Both sexes","Germany",0
